,ID,POS_X,POS_Y,POS_Z,VEL_X,VEL_Y,VEL_Z,INIT_MASS,AGE,X_SNII,X_SNIa1,MASS_PARTICLE
0,20.0,0.8060876076633576,-0.18212858081096783,-0.25425947077019373,36.41564168844414,50.25780575871181,8.247142919967018,1201.07667331259,0.29397982358932495,5.055578402608915e-15,5.055578402608915e-15,988.3471831517376
1,21.0,-1.1237394758791197,-5.540127600215783,4.900377964084328,20.375599796580246,31.015151852821532,-24.134838380016618,1230.3039076089533,0.2890250086784363,5.144857792831886e-15,5.144857792831886e-15,1013.3614585108586
2,24.0,0.7794122094637714,-0.20788413769332692,-0.22114518335001776,38.77722640828668,57.48703637206586,24.493938379721158,1411.5047918166986,0.2890250086784363,1.8958071450470015e-05,5.298621377812854e-15,1162.3733229700526
3,26.0,0.036333732030470856,0.09206078516581329,-0.007128770208510105,-2.02206802676681,-4.885334529146121,3.1830714607573327,1958.768742858974,0.2890250086784363,4.781167256269307e-15,4.781167256269307e-15,1608.1021124500546
4,29.0,-0.010808135477418546,0.47264513016853016,-0.21646932332077995,5.817510642415613,4.106230898853482,-0.7748118313335794,2804.074254270731,0.284077525138855,4.775163486739169e-15,4.775163486739169e-15,2308.643731137059
5,31.0,0.8314598973302054,-0.22658757781027816,-0.2118701167346444,41.32144676142755,55.850242220630435,25.832251251930302,1125.8611979249008,0.284077525138855,3.460859079496004e-05,4.588980986251464e-15,926.1719779696597
6,32.0,0.6445021496037953,-0.39392204410250997,-0.5440861391398357,64.72464597197384,67.50996134024172,13.036320187324918,1337.713696457237,0.284077525138855,7.586731226183474e-05,4.39241724996221e-15,1101.6485020157136
7,33.0,-0.0796429273832473,0.05779669609910343,-0.060862833823193796,6.888745544080592,11.19658650446263,2.971816442855072,1572.8229579502993,0.284077525138855,3.6507307754618523e-07,4.868177021710111e-15,1295.8395054728696
8,35.0,0.02736527918750653,0.4872092843579594,-0.19883903140726034,2.4495991884906516,12.281830396999453,-2.798559334383981,1788.8937091319212,0.284077525138855,4.921213566185965e-15,4.921213566185965e-15,1473.5327946551147
9,39.0,-0.09213743860891555,-0.06952467289374908,-0.04445899699931033,-12.572020044277195,5.63691339523632,0.2776001687436178,1322.4980820903704,0.2794421315193176,1.5947629435686395e-05,4.942873045680205e-15,1089.143453959328
10,40.0,-0.08577520283142803,-0.1076214341155719,0.07113439519889653,-10.735415000205165,13.318560229532181,8.503668454179092,1589.3439831326298,0.2794421315193176,1.5635118200130194e-10,4.98709875343872e-15,1309.7813784243917
11,41.0,-0.022076191613450646,0.08769153890898451,-0.022306151942757424,-6.650080330900664,7.623613810137385,-6.570555385980242,1245.6716465429606,0.2794421315193176,8.063996692619924e-11,4.913913412730054e-15,1025.9076489257563
12,43.0,-0.030814684127108194,0.4969442716319463,-0.26207812196662417,1.632118328191865,6.391232508102007,-2.5126826527581443,1584.831883028867,0.2794421315193176,2.7086276531917974e-05,5.217032199718004e-15,1306.0102122624169
13,45.0,0.6844385934600723,1.0112122214050032,-0.04706521406478714,-14.831918627768317,-7.252453499219882,4.039333398122608,1564.9421995441394,0.2794421315193176,4.977901669697433e-15,4.977901669697433e-15,1288.997521965042
14,48.0,-0.10915450297761708,-0.03027811002539238,-0.08723161825037096,-4.988070600658574,9.00204663673037,-0.7636929339834069,1530.1926948651433,0.2794421315193176,2.5635787096689455e-05,4.729710428240082e-15,1260.7582615058232
15,51.0,0.4171480373624945,0.7387092311764718,0.09282731959683588,-18.432432213300075,-8.180094900531458,5.194854742660709,1258.8580046265402,0.2794421315193176,4.88802893289491e-15,4.88802893289491e-15,1036.1529320446161
16,53.0,0.31542891836579656,-0.1609722305147443,-0.07351065193506656,15.791670910065733,1.0694407724618031,-2.9254529860400282,1419.2480065818725,0.27422112226486206,5.0116072282510495e-15,5.027875343036016e-15,1169.1072961777675
17,54.0,-0.5106652379472507,-4.218852201462141,4.7530500464417855,18.38197820909764,13.368897984913588,-11.907849540265346,1244.765957422841,0.27422112226486206,5.1255437475685936e-15,5.1255437475685936e-15,1025.2672955127923
18,55.0,-0.7602488486882066,-4.441607107117306,4.998111104039708,16.02670452351586,11.360092823095783,-8.953216504245397,1487.785603535078,0.27422112226486206,5.107829324026191e-15,5.107829324026191e-15,1225.5847026305119
19,58.0,0.024989022451336496,0.11076422528276453,-0.03020145658229012,-7.500706888280007,13.704451214753817,-0.18611503442718913,2270.2050663966897,0.27422112226486206,1.2899135072075296e-05,4.65692954576373e-15,1869.1735023744222
20,59.0,0.9264335133339046,1.3565359825806809,-0.07220754340232816,-10.908675468468772,-2.4825829435719697,-3.689089475509178,1854.7103380948413,0.27422112226486206,4.976072887075134e-07,4.878623902565072e-15,1528.344632129165
21,60.0,0.17814260176965035,0.3668633786874125,-0.16143215117335785,1.1685741384600874,4.555912248687832,6.809244453687029,1561.7882616319916,0.27422112226486206,2.189255246776156e-05,4.865648204846083e-15,1286.3822424713414
22,61.0,0.8499333771178499,1.372249938416644,-0.5005469834577525,5.499574148650169,15.477419100751831,3.961224941726641,1470.1875401322773,0.27422112226486206,4.702029815040285e-15,4.929284943140351e-15,1211.0068412566582
23,62.0,-1.3352263253982528,-5.891506983396539,-3.0971057151036803,-0.6838355375935947,34.06322013072861,20.071658518537333,1723.5119075336854,0.26915550231933594,4.918488775729202e-05,4.8410249570694005e-15,1419.807096871364
24,66.0,0.47302839738404145,0.7538866129107191,0.01793690568592865,-33.06031433738528,0.484043963763952,-6.4545483860167465,2838.3593053720288,0.26915550231933594,4.6262961757098046e-15,4.7157170204349674e-15,2339.0922340890393
25,68.0,0.8933958793568308,1.268154562683776,-0.02560224999615457,-13.233221835622516,-2.0324782598806905,-0.06636463763794609,4010.708303635294,0.26915550231933594,5.643762435170174e-08,4.876333101959222e-15,3303.88852820915
26,70.0,0.7981156495807227,0.5158010186351021,0.3008647641763673,-22.74522315599492,-20.184410467517182,10.568029801113084,1358.9775161418509,0.26915550231933594,7.41788335290039e-06,4.927071646049176e-15,1119.4405753212961
27,75.0,-1.0917749901054776,-5.505326937047357,4.757495946141717,8.43990933563677,8.829756476545185,-7.719180315407899,2055.2816576463597,0.26402217149734497,5.097323997897869e-15,5.097323574381396e-15,1693.7996949164378
28,76.0,-0.07036786076787394,1.178853301469644,-0.27058665415097494,-3.5516693419182204,-7.475745309787499,-50.62254483417405,1507.0730111846974,0.26402217149734497,5.058183028921722e-15,5.058183028921722e-15,1242.341251562701
29,77.0,-0.03219444610294886,-0.4353915568208322,-0.0621659423559322,-4.321031337807526,-17.091522557455846,4.058775845450214,1431.9881140274113,0.26402217149734497,0.00011197875573998317,4.929628415000463e-15,1179.9366521920776
30,78.0,-0.9757983306917595,-1.1402199661461054,2.3134775662692846,6.178706480691204,44.45395099297468,-1.9487280398930125,1405.5038584187769,0.26402217149734497,5.062399982449627e-15,5.062399982449627e-15,1158.1222864549545
31,80.0,0.31059975145035423,0.7589457401554682,-0.08615847004693933,-35.463310515854545,-1.0319992446711694,9.913602695395639,1801.4559664272315,0.26402217149734497,9.479629625275265e-06,5.196475980637563e-15,1484.378310421978
32,82.0,0.7235318494422245,0.4701155665461556,0.4064165553281782,-27.212926068068754,-12.908634632573012,8.282211090324836,1719.5880595717233,0.26402217149734497,3.6794255720451474e-05,5.221370702473841e-15,1416.7233702978965
33,84.0,-1.1478853104563314,-1.0678591158575728,2.392277305778407,9.07739972728453,43.29873471759697,-0.8615213565687441,1488.5385179830691,0.25906693935394287,5.907103968638694e-06,4.840315143459601e-15,1227.3139818980087
34,87.0,0.8284704130492173,3.4490983258292545,0.14717461075633764,-42.5987599126872,-16.39646212105822,-17.574354980038777,1888.7119434214662,0.25906693935394287,5.6881144701037556e-05,5.273500074663186e-15,1556.4261028206352
35,88.0,0.3636439340771176,0.8179688913442078,0.004905820358544588,-25.17695362397214,-5.212572944469457,6.846497833096805,1526.3578184143657,0.25906693935394287,5.043727141127406e-15,5.043727141127406e-15,1258.286562342281
36,94.0,0.3083768016003887,0.6497912371778511,0.05833327020081924,-19.606464670680538,-10.87950003820356,14.086925962945884,3296.178283054071,0.25906693935394287,3.644889875431545e-05,5.125232039444004e-15,2717.2310010715964
37,98.0,0.8930892655844218,1.3702569488959853,-0.005825661675771698,6.192476254335958,13.796539095847493,-2.4484632426412247,2529.440745579847,0.25906693935394287,1.8759641534416005e-05,5.158353145264015e-15,2085.411423410045
38,99.0,0.07312738471955527,-0.13383691165654454,0.012954431884281803,15.35012966553748,9.805860869014623,12.858967491777662,1969.7731628592794,0.25906693935394287,1.4892132639943156e-05,4.910218231497657e-15,1622.7302176522496
39,101.0,-1.8189095513735083,-4.016563765115279,4.5587335681775585,21.697264224917518,35.072832405911754,-29.388204581289983,2095.747721227194,0.25906693935394287,3.4698208764893934e-05,4.562719576754791e-15,1727.107173860395
40,106.0,-0.7592523539278773,-5.021030483527284,4.6252687567903195,23.51448998576123,31.101101392989733,-22.687928950210562,1539.6397419311493,0.2539663314819336,1.6355633079001564e-06,5.109818157386344e-15,1269.3663945211688
